"session","subject.id","round","message.id","game","gameType","decision","team.id","message.en","message","lower.lvl","upper.lvl","salience.payoff.x","salience.label.x","teamThinking","history","subject.id.cum","input","input.lb","input.lbub"
1,2,6,"1.2.6","S2","Pie","$",1,"This is difficult. Color would be a characteristic again, but whether they are smart enough to come up with this idea... I believe they would rather choose $ or hashtag (both different), and then hope for luck. We can also do that, I choose $.","das ist schwierig. farbe wäre wieder ein merkmal aber ob die schlau genug sind auf diese idee zu kommen.. glaube eher dass sie $ oder raute wählen (beide verschieden), und dann auf den zufall hoffen können wir auch. ich mach $",1,1,"no","~","none","(1,ASL,X), (2,AM2,$), (3,AML,X), (4,AM4,§), (5,ALL,X)",2,"Team: 1 
Game: S2 
Decision: $ 
Message: das ist schwierig. farbe wäre wieder ein merkmal aber ob die schlau genug sind auf diese idee zu kommen.. glaube eher dass sie $ oder raute wählen (beide verschieden), und dann auf den zufall hoffen können wir auch. ich mach $","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,2,7,"1.2.7","SL","X-Y","X",1,"Clear thing, random decisions can go in different ways again, but it could be that both go for X, simply because it's at the top. I'll go for X, you do what feels right to you.","klare sache, zufallsentscheidung können wieder auf verschieden fgehen kann aber sein dass die beide auf X gehen, einfach weils an erster stelle steht ich mach X, mach du wie du dich fühlst",0,1,"~","X","labels as coordination device","(1,ASL,X), (2,AM2,$), (3,AML,X), (4,AM4,§), (5,ALL,X), (6,S2,$)",2,"Team: 1 
Game: SL 
Decision: X 
Message: klare sache, zufallsentscheidung können wieder auf verschieden fgehen kann aber sein dass die beide auf X gehen, einfach weils an erster stelle steht ich mach X, mach du wie du dich fühlst","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,2,8,"1.2.8","S1","Pie","§",1,"We need to focus on the color, definitely.","da müssen wir auf die farbe gehen ganz sicher",0,0,"no","§","none","(1,ASL,X), (2,AM2,$), (3,AML,X), (4,AM4,§), (5,ALL,X), (6,S2,$), (7,SL,X)",2,"Team: 1 
Game: S1 
Decision: § 
Message: da müssen wir auf die farbe gehen ganz sicher","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,3,1,"1.3.1","ASL","X-Y","X",2,"In this situation, it doesn't matter whether you choose X or Y, as the difference in potential winnings is 0.10 talers. Nevertheless, I would still like to choose X.","In dieser Situation ist es egal ob man X oder Y wählt, da der Unterschied zwischen den potenzielen Gewinn 0,10 Taler ist.... Trotzdem würde ich gerne X wählen.",0,0,"~","X","none","no history",3,"Team: 2 
Game: ASL 
Decision: X 
Message: In dieser Situation ist es egal ob man X oder Y wählt, da der Unterschied zwischen den potenzielen Gewinn 0,10 Taler ist.... Trotzdem würde ich gerne X wählen.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,3,2,"1.3.2","AM2","Pie","$",2,"Here I will choose $, as the difference is 1 euro.... In my opinion, the other 2 symbols are the same. If you have a different opinion, I would also accept it.","Hier werde ich $ wählen, da der Unterschied 1 euro ist.... Die anderen 2 Symbolen sind meiner Meinung nach gleich. Falls du etwas anderes gegeben hast, würde ich auch deine Meinung akzeptieren.",0,0,"H","no","none","(1,ASL,X)",3,"Team: 2 
Game: AM2 
Decision: $ 
Message: Hier werde ich $ wählen, da der Unterschied 1 euro ist.... Die anderen 2 Symbolen sind meiner Meinung nach gleich. Falls du etwas anderes gegeben hast, würde ich auch deine Meinung akzeptieren.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,3,3,"1.3.3","AML","X-Y","X",2,"Here it is clear, my decision is X.","Hier es ist doch klar, meine Entscheidung ist X.",0,0,"H","no","none","(1,ASL,X), (2,AM2,$)",3,"Team: 2 
Game: AML 
Decision: X 
Message: Hier es ist doch klar, meine Entscheidung ist X.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,3,4,"1.3.4","AM4","Pie","$",2,"My decision here is either $ or #.... I am more inclined towards $, as it would bring us more profit. As a compromise, we could also choose #. It's frustrating that as Team 2, we always have the lower values. The others have 6,7,7 and we have 5,6,7..... If we were Team 1, it would be easier to make a decision.","Meine Entscheidung hier ist entweder $ oder #.... eher bin ich für den $, da wir mehr Gewinn haben. Als Zwischenvariant kann man auch die # wählen. Es ist doof, dass wir als Team 2 immer die niedrigen Werte haben. Die anderen haben 6,7,7 und wir 5,6,7 ..... Wenn wir Team 1 wären, könnte man leichter eine Entscheidung treffen.",0,0,"H","no","none","(1,ASL,X), (2,AM2,$), (3,AML,X)",3,"Team: 2 
Game: AM4 
Decision: $ 
Message: Meine Entscheidung hier ist entweder $ oder #.... eher bin ich für den $, da wir mehr Gewinn haben. Als Zwischenvariant kann man auch die # wählen. Es ist doof, dass wir als Team 2 immer die niedrigen Werte haben. Die anderen haben 6,7,7 und wir 5,6,7 ..... Wenn wir Team 1 wären, könnte man leichter eine Entscheidung treffen.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,3,5,"1.3.5","ALL","X-Y","X",2,"Finally something equivalent! Alternative X 10000% :)","Endlich etwas gleichgemäßen! Alternative X 10000 % :)",0,0,"H","no","none","(1,ASL,X), (2,AM2,$), (3,AML,X), (4,AM4,$)",3,"Team: 2 
Game: ALL 
Decision: X 
Message: Endlich etwas gleichgemäßen! Alternative X 10000 % :)","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,3,6,"1.3.6","S2","Pie","$",2,"Either $ or # Here we have the same certainty. I would choose this one, which the other team has chosen. I would be willing to accept the other opinion if it is between $ or #.","entweder $ oder # Hier haben wir ja das gleiche Gewiinn. Ich würde diese wählen, welches das andere Team gewählt haben. Ich würde gerne die andere Meinung akzeptieren wenn es zwischen $ oder # ist.",0,1,"H","no","none","(1,ASL,X), (2,AM2,$), (3,AML,X), (4,AM4,$), (5,ALL,X)",3,"Team: 2 
Game: S2 
Decision: $ 
Message: entweder $ oder # Hier haben wir ja das gleiche Gewiinn. Ich würde diese wählen, welches das andere Team gewählt haben. Ich würde gerne die andere Meinung akzeptieren wenn es zwischen $ oder # ist.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,3,7,"1.3.7","SL","X-Y","X",2,"It doesn't matter which alternative one would choose. Why don't we accept the first one? If you choose X, I will also choose X.","Hier ist es egal, welche Alternative man wählen würde. Warum akzeptieren wir nicht die erste? Wenn du X ausgweählt hast, werde ich auch X wählen.",0,0,"~","X","none","(1,ASL,X), (2,AM2,$), (3,AML,X), (4,AM4,$), (5,ALL,X), (6,S2,$)",3,"Team: 2 
Game: SL 
Decision: X 
Message: Hier ist es egal, welche Alternative man wählen würde. Warum akzeptieren wir nicht die erste? Wenn du X ausgweählt hast, werde ich auch X wählen.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,3,8,"1.3.8","S1","Pie","$",2,"The same situation again. Once again, I choose the first option, it doesn't matter which one you choose. I would like to accept the decision of the other team so that we choose the same decision 100%.","Wieder dieselbe Situation. Wieder wähle ich die erste Entscheidung, es ist ja egal, welche man auswählt. Ich würde gerne die Entscheidung des anderen Teams akzeptieren,damit man 100 % dieselbe Entscheidung auswählt.",0,1,"~","$","none","(1,ASL,X), (2,AM2,$), (3,AML,X), (4,AM4,$), (5,ALL,X), (6,S2,$), (7,SL,X)",3,"Team: 2 
Game: S1 
Decision: $ 
Message: Wieder dieselbe Situation. Wieder wähle ich die erste Entscheidung, es ist ja egal, welche man auswählt. Ich würde gerne die Entscheidung des anderen Teams akzeptieren,damit man 100 % dieselbe Entscheidung auswählt.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,4,1,"1.4.1","ASL","X-Y","Y",2,"I would suggest choosing Y, as Team 1 is definitely choosing Y, and it's better to win 0.10 talers less than not winning at all, as I understand it, we win if our decision matches Team 1's decision, right?","ich würde vorschlagen Y zu wählen, da Team 1 bestimt Y wählt und besser 0,10 Taler weniger zu gewinnen als gar nicht so wie ich verstanden habe wir gewinnen wenn unsere Entscheidung gleich mit der Entscheidung vom Team 1 ist oder?",1,1,"no","no","none","no history",4,"Team: 2 
Game: ASL 
Decision: Y 
Message: ich würde vorschlagen Y zu wählen, da Team 1 bestimt Y wählt und besser 0,10 Taler weniger zu gewinnen als gar nicht so wie ich verstanden habe wir gewinnen wenn unsere Entscheidung gleich mit der Entscheidung vom Team 1 ist oder?","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,4,2,"1.4.2","AM2","Pie","§",2,"Well, I don't have an argument for which one we should choose best, I would say §","tja, da habe ich kein Argument, welche wir am bestens auswählen sollen ich würde sagen §",0,0,"no","no","none","(1,ASL,Y)",4,"Team: 2 
Game: AM2 
Decision: § 
Message: tja, da habe ich kein Argument, welche wir am bestens auswählen sollen ich würde sagen §","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,4,3,"1.4.3","AML","X-Y","X",2,"Let's choose X this time. If it doesn't work the first time, there is a chance that we will win now.","lass mal dieses mal X wählen, falls beim ersten mal nicht klappen soll, besteht die Wahrscheinlichkeit dass wir jetzt gewinnen",0,1,"no","no","none","(1,ASL,Y), (2,AM2,§)",4,"Team: 2 
Game: AML 
Decision: X 
Message: lass mal dieses mal X wählen, falls beim ersten mal nicht klappen soll, besteht die Wahrscheinlichkeit dass wir jetzt gewinnen","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,4,4,"1.4.4","AM4","Pie","#",2,"I would say to choose (7, 6).","ich würde sagen (7, 6) auszuwählen",0,0,"no","no","none","(1,ASL,Y), (2,AM2,§), (3,AML,X)",4,"Team: 2 
Game: AM4 
Decision: # 
Message: ich würde sagen (7, 6) auszuwählen","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,4,5,"1.4.5","ALL","X-Y","X",2,"I would like to choose X, but Team 1 will definitely choose Y, and in this case, we will win 0. Nevertheless, I would take the risk with X.","gerne würde ich mich für X entscheiden aber Team 1 entscheidet sich bestimmt für Y und in diesem Fall gewinnen wir 0 trotzdem würde ich das Risiko eingehen",1,1,"H","no","none","(1,ASL,Y), (2,AM2,§), (3,AML,X), (4,AM4,#)",4,"Team: 2 
Game: ALL 
Decision: X 
Message: gerne würde ich mich für X entscheiden aber Team 1 entscheidet sich bestimmt für Y und in diesem Fall gewinnen wir 0 trotzdem würde ich das Risiko eingehen","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,4,6,"1.4.6","S2","Pie","$",2,"$ hoping that Team 1 also chooses $","$ mit Hoffnung dass Team 1 auch $ wählt",1,1,"no","$","none","(1,ASL,Y), (2,AM2,§), (3,AML,X), (4,AM4,#), (5,ALL,X)",4,"Team: 2 
Game: S2 
Decision: $ 
Message: $ mit Hoffnung dass Team 1 auch $ wählt","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,4,7,"1.4.7","SL","X-Y","X",2,"There is nothing else here but 50/50. I spontaneously choose X.","hier ist nicht anderes als 50/50 spontan wähle ich X",0,0,"no","no","none","(1,ASL,Y), (2,AM2,§), (3,AML,X), (4,AM4,#), (5,ALL,X), (6,S2,$)",4,"Team: 2 
Game: SL 
Decision: X 
Message: hier ist nicht anderes als 50/50 spontan wähle ich X","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,4,8,"1.4.8","S1","Pie","$",2,"Intuitively, I choose again $","intuitiv wähle ich wieder $",0,0,"no","no","none","(1,ASL,Y), (2,AM2,§), (3,AML,X), (4,AM4,#), (5,ALL,X), (6,S2,$), (7,SL,X)",4,"Team: 2 
Game: S1 
Decision: $ 
Message: intuitiv wähle ich wieder $","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 0"
1,5,1,"1.5.1","ASL","X-Y","Y",1,"They are almost the same, I think that in the first round Team 2 is more likely to adapt to our decision. And assumes that we choose Alternative X. Or do you think they are more likely to choose Alternative X and risk getting nothing if we choose Y?","gleichen sich ja fast, ich denke dass in der ersten Runde Team 2 sich eher unserer Entscheidung anpasst. Und davon ausgeht, dass wir Alternative X wählen. Oder meinst du die wählen eher Alternative X und riskieren nichts zu bekommen, wenn wir Y wählen ?",2,2,"H","no","none","no history",5,"Team: 1 
Game: ASL 
Decision: Y 
Message: gleichen sich ja fast, ich denke dass in der ersten Runde Team 2 sich eher unserer Entscheidung anpasst. Und davon ausgeht, dass wir Alternative X wählen. Oder meinst du die wählen eher Alternative X und riskieren nichts zu bekommen, wenn wir Y wählen ?","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 2","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 2"
1,5,2,"1.5.2","AM2","Pie","§",1,"Let's take the middle option, the lower field, shall we? We'll get just as much as in the diamond field. The other team can surely be certain that we won't choose the worse option, right? Except for the only field with more coins for Team 2.","Nehmen wir die Goldene Mitte, also das untere Feld? Da bekommen wir genauso viel wie im Rautefeld. Das andere Team kann sich doch sicher sein, dass wir nicht die schlechtere Variante nehmen, oder? Außer das einzige Feld mit mehr Taler für Team2.",2,2,"H","§","none","(1,ASL,Y)",5,"Team: 1 
Game: AM2 
Decision: § 
Message: Nehmen wir die Goldene Mitte, also das untere Feld? Da bekommen wir genauso viel wie im Rautefeld. Das andere Team kann sich doch sicher sein, dass wir nicht die schlechtere Variante nehmen, oder? Außer das einzige Feld mit mehr Taler für Team2.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 2","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 2"
1,5,3,"1.5.3","AML","X-Y","X",1,"Here's more for Team 2. Team 2 will probably choose X in this round, it's more likely than in the first round.","Hier mal mehr für Team 2. Team 2 wird in dieser Runde vermutlich eher X wählen, ist wahrscheinlicher als in der ersten Runde.",1,1,"H","no","none","(1,ASL,Y), (2,AM2,§)",5,"Team: 1 
Game: AML 
Decision: X 
Message: Hier mal mehr für Team 2. Team 2 wird in dieser Runde vermutlich eher X wählen, ist wahrscheinlicher als in der ersten Runde.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,5,4,"1.5.4","AM4","Pie","#",1,"The middle field can be excluded. And then I just want more coins, so the diamond field. After all, in that field, Team 2 gets a whole 6 instead of just 5.","Mittleres Feld lässt sich ausschließen. Und dann möchte ich einfach mehr Taler, also Raute-Feld. Schließlich bekommen in dem Feld Team 2 ganze 6 anstatt nur 5.",1,1,"H","no","pareto dominance arguments","(1,ASL,Y), (2,AM2,§), (3,AML,X)",5,"Team: 1 
Game: AM4 
Decision: # 
Message: Mittleres Feld lässt sich ausschließen. Und dann möchte ich einfach mehr Taler, also Raute-Feld. Schließlich bekommen in dem Feld Team 2 ganze 6 anstatt nur 5.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,5,5,"1.5.5","ALL","X-Y","Y",1,"These are 10 talers. No idea who will give in.","Das sind 10 Taler. Keine Ahnung wer nachgibt.",0,2,"H","no","none","(1,ASL,Y), (2,AM2,§), (3,AML,X), (4,AM4,#)",5,"Team: 1 
Game: ALL 
Decision: Y 
Message: Das sind 10 Taler. Keine Ahnung wer nachgibt.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 2"
1,5,6,"1.5.6","S2","Pie","§",1,"Should we take the middle with fewer coins now just because the other two fields are identical and we don't know which one the other team will choose? It's better to take 5 coins instead of missing out and getting none.","sollen wir jetzt die Mitte aber mit weniger Taler nehmen, nur weil die beiden anderen Felder identisch sind und wir nicht wissen für welches sich das andere Team entscheidet? Besser 5 Taler anstatt daneben zu liegen und keine Taler zu bekommen.",1,1,"~","§","none","(1,ASL,Y), (2,AM2,§), (3,AML,X), (4,AM4,#), (5,ALL,Y)",5,"Team: 1 
Game: S2 
Decision: § 
Message: sollen wir jetzt die Mitte aber mit weniger Taler nehmen, nur weil die beiden anderen Felder identisch sind und wir nicht wissen für welches sich das andere Team entscheidet? Besser 5 Taler anstatt daneben zu liegen und keine Taler zu bekommen.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,5,7,"1.5.7","SL","X-Y","X",1,"Here the distributions are identical again. I'll just take the top one, assuming that Team 2 does the same.","Hier sind die Verteilungen auch wieder identisch. Ich nehme einfach das oberste, in der Annahme, das Team 2 macht es genauso.",1,1,"~","X","labels as coordination device","(1,ASL,Y), (2,AM2,§), (3,AML,X), (4,AM4,#), (5,ALL,Y), (6,S2,§)",5,"Team: 1 
Game: SL 
Decision: X 
Message: Hier sind die Verteilungen auch wieder identisch. Ich nehme einfach das oberste, in der Annahme, das Team 2 macht es genauso.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,5,8,"1.5.8","S1","Pie","§",1,"Clearly the middle, that's where both teams meet.","Eindeutig die Mitte, da treffen sich beide Teams.",1,1,"no","§","labels as coordination device","(1,ASL,Y), (2,AM2,§), (3,AML,X), (4,AM4,#), (5,ALL,Y), (6,S2,§), (7,SL,X)",5,"Team: 1 
Game: S1 
Decision: § 
Message: Eindeutig die Mitte, da treffen sich beide Teams.","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
1,6,1,"1.6.1","ASL","X-Y","Y",1,"Hey partner, I hope for good cooperation :) Should we choose the alternative that is most favorable for them or make a selfish decision? If we choose for them, it could also be that the other team has the same thought. However, based on experience, I am inclined to choose Y, because most people tend to make selfish decisions in experiments. If you really want to choose X, I will also take it as a last resort, so if you do not explicitly limit yourself to one thing, I will choose Y and then please you too :) By the way, what number are you? I'm 2. Let's always make decisions for the future that maximize welfare, so let's choose what benefits everyone the most :)","Hey Partner, ich hoffe auf gute Zusammenarbeit :) Sollen wir die für sie günstige Alternative wählen oder uns egoistisch entscheiden? Wenn wir uns für sie entscheiden, könnte es aber auch sein, dass das andere Team den gleichen Gedanken hat. Ich wäre aber aus Erfahrung dazu geneigt, Y zu wählen, weil sich die meinsten leute bei den Experimenten egoistisch entscheiden. Wenn du unbedingt X nehmen willst, nehme ich es auch im Zweifelsfall, also wenn du dich nicht ausdrücklich auf eine sache beschränkst, wähle ich Y und du dann bitte auch :) Nebenbei, welche Nummer bist du? Ich 2. Lass uns für zukünftige Entscheidungen uns immer wohlfahrtsmaximierend entscheiden, also uns für das entscheiden, wo alle am meisten davon haben :)",2,2,"H","no","none","no history",6,"Team: 1 
Game: ASL 
Decision: Y 
Message: Hey Partner, ich hoffe auf gute Zusammenarbeit :) Sollen wir die für sie günstige Alternative wählen oder uns egoistisch entscheiden? Wenn wir uns für sie entscheiden, könnte es aber auch sein, dass das andere Team den gleichen Gedanken hat. Ich wäre aber aus Erfahrung dazu geneigt, Y zu wählen, weil sich die meinsten leute bei den Experimenten egoistisch entscheiden. Wenn du unbedingt X nehmen willst, nehme ich es auch im Zweifelsfall, also wenn du dich nicht ausdrücklich auf eine sache beschränkst, wähle ich Y und du dann bitte auch :) Nebenbei, welche Nummer bist du? Ich 2. Lass uns für zukünftige Entscheidungen uns immer wohlfahrtsmaximierend entscheiden, also uns für das entscheiden, wo alle am meisten davon haben :)","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 2","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 2"
1,6,2,"1.6.2","AM2","Pie","§",1,"Here I would go for §, because it has a different color and hopefully the other team will see it that way too. As a basic rule, I would say it's best to always decide based on this: If there won't be a 50:50 distribution, which apparently won't be the case, we'll either take the alternative that is furthest DOWN and/or furthest RIGHT, so if there were 4 here, we would choose bottom right. That's how I will decide in the future, as a rule of thumb :)","Hier wäre ich für §, weil das eine andere farbe hat und das andere Team das hoffentlich auch so sieht. Als Grundregel würde ich sagen, entscheiden wir am besten immer danach: Wenn es keine 50:50 verteilung geben wird, was scheinbar nicht der Fall sein wird, nehmen wir entweder die Alternative die am weitesten UNTEN ist und/oder am weitesten RECHTS. also wenn es hier 4 gäbe, würden wir unten rechts wählen, so werde ich mich in Zukunft entscheiden, als Faustformel :)",1,1,"no","§","labels as coordination device","(1,ASL,Y)",6,"Team: 1 
Game: AM2 
Decision: § 
Message: Hier wäre ich für §, weil das eine andere farbe hat und das andere Team das hoffentlich auch so sieht. Als Grundregel würde ich sagen, entscheiden wir am besten immer danach: Wenn es keine 50:50 verteilung geben wird, was scheinbar nicht der Fall sein wird, nehmen wir entweder die Alternative die am weitesten UNTEN ist und/oder am weitesten RECHTS. also wenn es hier 4 gäbe, würden wir unten rechts wählen, so werde ich mich in Zukunft entscheiden, als Faustformel :)","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 1","Team: 1 
Game: S2 
Decision: § 
Message: dieselbe idee wie immer. ich hoffe, dass wir dieselbe ideen hatten :) 
Lower bound: 0 
Upper bound: 1"
